customer_id,type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,churn,total_services
0956-SYCWG,One year,No,Electronic check,19.65,244.8,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
8017-UVSZU,Month-to-month,No,Credit card (automatic),56.6,2379.1,Female,0,Yes,No,DSL,No,Yes,No,No,No,No,Yes,0,1
7100-FQPRV,One year,Yes,Credit card (automatic),71.9,3173.35,Male,0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,0,3
2472-OVKUP,Month-to-month,Yes,Electronic check,91.0,531.0,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,No,1,3
2984-RGEYA,Two year,No,Bank transfer (automatic),19.75,1375.4,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
9680-NIAUV,Two year,No,Credit card (automatic),109.7,8129.3,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5
2146-EGVDT,Two year,No,Credit card (automatic),19.3,1192.7,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
2604-IJPDU,Month-to-month,Yes,Electronic check,96.55,1901.65,Female,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,0,4
9178-JHUVJ,Two year,Yes,Bank transfer (automatic),24.1,587.4,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
6168-YBYNP,Month-to-month,Yes,Electronic check,111.35,6519.75,Male,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
7255-SSFBC,Two year,Yes,Bank transfer (automatic),112.25,8041.65,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
3645-DEYGF,Month-to-month,No,Mailed check,20.75,20.75,Male,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
9323-HGFWY,One year,Yes,Credit card (automatic),101.9,2681.15,Female,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,0,4
8544-GOQSH,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,Female,0,No,No,Fiber optic,No,Yes,No,Yes,No,No,No,0,2
3363-DTIVD,Two year,No,Electronic check,105.55,7405.5,Male,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,0,4
7018-WBJNK,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,Male,0,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,0,1
9142-KZXOP,Month-to-month,No,Credit card (automatic),68.85,2958.95,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,0,0
7674-YTAFD,One year,Yes,Bank transfer (automatic),79.95,2684.85,Female,0,No,No,Fiber optic,No,Yes,No,Yes,No,No,No,0,2
6348-SNFUS,Two year,Yes,Credit card (automatic),55.45,4179.2,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0,5
1285-OKIPP,Month-to-month,No,Electronic check,79.9,79.9,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,No,1,1
7825-ECJRF,Month-to-month,Yes,Electronic check,106.6,1934.45,Female,0,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,1,5
1347-KTTTA,One year,Yes,Credit card (automatic),102.45,6654.1,Male,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,5
7841-TZDMQ,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,0
4195-NZGTA,Month-to-month,No,Electronic check,25.25,25.25,Female,0,No,No,DSL,No,No,No,No,No,No,No,0,0
7157-SMCFK,Two year,No,Mailed check,19.75,1124.2,Male,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
4709-LKHYG,One year,No,Electronic check,20.0,540.05,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
2504-DSHIH,Month-to-month,No,Electronic check,86.8,1975.85,Male,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,0,1
0699-NDKJM,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,Female,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,0,5
9286-BHDQG,Two year,No,Credit card (automatic),45.25,3139.8,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,0,4
0230-WEQUW,Two year,Yes,Bank transfer (automatic),56.6,3789.2,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,0,5
2040-LDIWQ,Two year,Yes,Bank transfer (automatic),84.2,5324.5,Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
6496-JDSSB,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,No,0,1
9408-SSNVZ,Month-to-month,Yes,Electronic check,70.15,268.35,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
4443-EMBNA,Two year,No,Bank transfer (automatic),24.75,1836.9,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,Yes,0,0
6469-MRVET,One year,Yes,Electronic check,20.2,20.2,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
0742-MOABM,Month-to-month,No,Mailed check,50.05,179.35,Male,0,Yes,No,DSL,No,No,No,Yes,No,No,No,1,1
5961-VUSRV,One year,Yes,Bank transfer (automatic),19.35,219.35,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
6778-JFCMK,One year,Yes,Mailed check,50.6,1288.75,Male,0,No,No,DSL,Yes,No,No,No,Yes,Yes,No,0,3
6341-JVQGF,One year,Yes,Mailed check,81.15,2545.75,Female,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,5
2232-DMLXU,Month-to-month,No,Mailed check,55.2,55.2,Female,0,Yes,No,DSL,No,No,No,No,Yes,No,No,1,1
4811-JBUVU,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,Male,0,No,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,0,2
0945-TSONX,Two year,Yes,Credit card (automatic),85.3,4107.25,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,0,5
2651-ZCBXV,Two year,Yes,Credit card (automatic),108.0,5760.65,Male,0,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,0,5
3316-UWXUY,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,Male,0,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,0,4
8937-RDTHP,Month-to-month,Yes,Mailed check,84.6,84.6,Male,0,No,No,Fiber optic,Yes,No,No,No,No,Yes,No,1,2
7083-MIOPC,Two year,No,Credit card (automatic),20.25,1566.9,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
1984-GPTEH,Month-to-month,No,Electronic check,25.15,702.0,Female,0,No,No,No internet Service,No,No,No,No,No,No,Yes,0,0
1251-KRREG,Month-to-month,Yes,Mailed check,54.4,114.1,Male,0,No,No,DSL,No,Yes,No,No,No,No,Yes,1,1
0621-JFHOL,Two year,Yes,Mailed check,29.6,299.05,Female,0,No,No,DSL,No,No,No,Yes,No,No,No,0,1
9903-LYSAB,Month-to-month,Yes,Electronic check,73.15,1305.95,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,0,0
0094-OIFMO,Month-to-month,Yes,Electronic check,95.0,1120.3,Female,1,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,1,3
9227-UAQFT,Two year,No,Mailed check,19.75,284.35,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
7301-ABVAD,Two year,No,Bank transfer (automatic),86.6,6350.5,Female,0,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
6614-FHDBO,Two year,No,Bank transfer (automatic),109.2,7878.3,Male,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
7576-ASEJU,One year,Yes,Credit card (automatic),74.7,3187.65,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,0,4
9058-HRZSV,Month-to-month,No,Electronic check,94.4,6126.15,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,0,4
4522-AKYLR,Month-to-month,Yes,Electronic check,54.8,731.3,Female,1,No,No,DSL,No,Yes,Yes,No,No,No,No,0,2
0221-WMXNQ,Month-to-month,No,Electronic check,75.35,273.4,Male,1,No,No,Fiber optic,Yes,No,No,No,No,No,No,0,1
0303-UNCIP,One year,No,Mailed check,65.0,2531.8,Male,0,No,No,DSL,No,No,Yes,No,No,Yes,Yes,0,2
9947-OTFQU,Month-to-month,Yes,Electronic check,74.4,1074.3,Male,1,No,No,Fiber optic,No,Yes,No,No,No,No,No,1,1
0322-YINQP,Month-to-month,Yes,Mailed check,48.55,48.55,Male,0,No,No,DSL,Yes,No,No,No,No,No,No,1,1
0959-WHOKV,One year,Yes,Electronic check,99.0,4298.45,Male,0,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,0,4
4075-JFPGR,One year,Yes,Electronic check,93.5,4619.55,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,0,4
4629-NRXKX,Month-to-month,No,Electronic check,70.4,147.15,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,1,0
9514-JDSKI,Month-to-month,No,Electronic check,40.2,40.2,Male,1,Yes,No,DSL,No,Yes,No,No,Yes,No,No,1,2
3282-ZISZV,One year,No,Credit card (automatic),83.7,2633.3,Male,0,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
3675-YDUPJ,Month-to-month,Yes,Mailed check,19.85,193.05,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
4111-BNXIF,Two year,Yes,Electronic check,59.55,4103.9,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,5
7017-VFHAY,Two year,No,Credit card (automatic),115.1,7008.15,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
6655-LHBYW,One year,No,Credit card (automatic),114.35,5791.1,Male,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
4959-JOSRX,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Female,0,Yes,No,DSL,No,No,No,No,No,No,No,1,0
5046-NUHWD,Month-to-month,Yes,Electronic check,45.0,1228.65,Female,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,0,3
7273-TEFQD,Month-to-month,Yes,Electronic check,41.15,132.2,Male,1,No,No,DSL,No,No,Yes,No,No,Yes,No,1,2
3606-TWKGI,Month-to-month,Yes,Electronic check,106.9,1364.3,Male,1,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,4
7529-ZDFXI,Month-to-month,Yes,Electronic check,89.85,4925.35,Male,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,0,2
7605-BDWDC,Two year,Yes,Bank transfer (automatic),49.85,1520.1,Female,0,No,No,DSL,Yes,Yes,No,Yes,No,Yes,No,0,4
1950-KSVVJ,One year,No,Mailed check,113.3,5032.25,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
0123-CRBRT,Two year,No,Mailed check,88.1,5526.75,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
6292-TOSSS,Two year,No,Bank transfer (automatic),24.9,1195.25,Male,0,No,No,No internet Service,No,No,No,No,No,No,Yes,0,0
3197-ARFOY,Month-to-month,Yes,Mailed check,105.0,2007.25,Female,1,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,0,5
6323-AYBRX,Two year,No,Mailed check,19.35,1099.6,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,1,0
7014-ZZXAW,Two year,Yes,Credit card (automatic),24.25,1732.95,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,Yes,0,0
4385-GZQXV,Month-to-month,Yes,Electronic check,94.45,1511.2,Female,1,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,No,1,3
7633-MVPUY,Two year,Yes,Electronic check,59.75,3450.15,Male,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,0,3
6366-ZGQGL,Month-to-month,No,Bank transfer (automatic),24.8,24.8,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,0
4716-HHKQH,Month-to-month,No,Electronic check,107.05,2172.05,Male,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0,4
5940-AHUHD,Month-to-month,No,Mailed check,70.6,70.6,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
6432-TWQLB,Month-to-month,Yes,Electronic check,85.4,401.1,Male,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,1,2
4484-GLZOU,Month-to-month,Yes,Electronic check,105.05,5624.85,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,4
3179-GBRWV,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,Male,1,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,0,3
8645-KWHJO,Month-to-month,Yes,Electronic check,55.0,771.95,Male,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,No,0,4
4130-MZLCC,Month-to-month,No,Bank transfer (automatic),50.55,244.75,Female,0,No,No,DSL,No,Yes,No,No,No,No,No,0,1
0314-TKOSI,Month-to-month,No,Mailed check,55.15,322.9,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,No,0,2
8229-MYEJZ,Month-to-month,No,Electronic check,51.2,498.25,Female,0,No,No,DSL,No,Yes,No,No,No,No,No,0,1
2080-SRCDE,Month-to-month,No,Mailed check,25.4,25.4,Female,0,No,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
9577-WJVCQ,Month-to-month,No,Mailed check,54.45,3687.75,Female,0,No,No,DSL,Yes,No,No,No,No,No,Yes,0,1
9512-UIBFX,Month-to-month,No,Mailed check,95.15,1779.95,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,1,3
6202-DYYFX,One year,Yes,Credit card (automatic),76.0,1783.6,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0,0
3808-HFKDE,Month-to-month,Yes,Electronic check,44.35,927.15,Female,0,No,No,DSL,No,No,No,No,No,No,No,0,0
5583-SXDAG,Month-to-month,No,Electronic check,70.0,70.0,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,No,1,0
3488-PGMQJ,Month-to-month,Yes,Electronic check,74.5,606.55,Male,1,No,No,Fiber optic,No,Yes,No,No,No,No,No,1,1
3580-REOAC,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,0
7534-BFESC,Month-to-month,Yes,Electronic check,76.1,1712.7,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
3727-OWVYD,One year,No,Mailed check,61.2,2021.2,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,No,No,0,3
2294-SALNE,One year,No,Mailed check,86.8,1940.8,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No,0,3
4847-TAJYI,Month-to-month,Yes,Electronic check,89.35,567.8,Female,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,0,2
1563-IWQEX,Month-to-month,No,Mailed check,19.7,220.35,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
8203-XJZRC,Month-to-month,No,Mailed check,20.25,20.25,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
6556-DBKZF,Two year,No,Electronic check,76.05,5436.45,Female,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,0,1
6851-WEFYX,Month-to-month,Yes,Electronic check,100.8,3437.5,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0,3
2985-JUUBZ,Month-to-month,Yes,Electronic check,74.55,3015.75,Male,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,0,3
6390-DSAZX,Month-to-month,Yes,Mailed check,73.6,73.6,Female,0,No,Yes,Fiber optic,Yes,No,No,No,No,No,No,1,1
0895-LMRSF,One year,Yes,Bank transfer (automatic),64.9,1509.8,Male,0,No,No,DSL,No,No,No,No,Yes,Yes,No,0,2
8098-LLAZX,Month-to-month,Yes,Electronic check,95.45,396.1,Female,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,2
8266-VBFQL,Month-to-month,Yes,Electronic check,90.4,356.65,Male,0,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,0,3
8181-YHCMF,Two year,No,Credit card (automatic),60.3,4109.0,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,5
2240-HSJQD,Month-to-month,Yes,Mailed check,81.85,3141.7,Male,0,No,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,0,1
1248-DYXUB,Two year,No,Mailed check,24.8,1229.1,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
0265-EDXBD,Month-to-month,Yes,Electronic check,74.9,2303.35,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
4115-BNPJY,Two year,No,Mailed check,75.55,2054.4,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,0,4
3167-SNQPL,Month-to-month,No,Electronic check,101.15,3741.85,Male,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,0,3
4091-TVOCN,One year,Yes,Credit card (automatic),78.75,3682.45,Male,0,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,0,4
1098-TDVUQ,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
7277-OZCGZ,Month-to-month,Yes,Electronic check,89.05,1886.25,Female,0,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,No,0,3
1557-EMYVT,Two year,No,Credit card (automatic),115.05,4895.1,Female,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
2799-ARNLO,Month-to-month,Yes,Electronic check,69.35,341.6,Female,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,0
7563-BIUPC,Month-to-month,Yes,Electronic check,80.6,415.55,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,No,1,1
5027-YOCXN,One year,No,Credit card (automatic),110.05,5686.4,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,0,5
3973-SKMLN,Two year,Yes,Credit card (automatic),19.9,1355.1,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
2321-OMBXY,One year,No,Credit card (automatic),80.3,3058.65,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,1,5
2840-XANRC,Month-to-month,Yes,Electronic check,93.15,2231.05,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,1,3
6745-JEFZB,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,Male,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,0,2
5020-ZSTTY,One year,No,Bank transfer (automatic),82.45,4350.1,Female,1,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,1,5
9880-TDQAC,Two year,Yes,Electronic check,60.0,4264.0,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,5
8705-WZCYL,Month-to-month,Yes,Electronic check,44.8,44.8,Male,0,No,No,DSL,No,No,No,No,No,No,No,0,0
7102-JJVTX,One year,No,Mailed check,48.6,422.3,Female,0,Yes,Yes,DSL,Yes,No,No,No,No,No,No,0,1
8626-PTQGE,Two year,Yes,Bank transfer (automatic),60.05,4176.7,Male,0,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,0,5
4983-CLMLV,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,Female,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0,4
5701-YVSVF,Month-to-month,Yes,Electronic check,82.9,880.05,Female,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,No,0,2
5804-LEPIM,Month-to-month,Yes,Electronic check,70.35,139.05,Female,1,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
5697-GOMBF,Month-to-month,Yes,Electronic check,35.9,973.65,Female,1,Yes,Yes,DSL,No,No,No,No,Yes,No,No,0,1
2739-CACDQ,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,Female,1,No,No,Fiber optic,No,No,Yes,No,No,No,Yes,0,1
9385-EHGDO,Two year,Yes,Mailed check,19.85,739.35,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
9498-FIMXL,One year,Yes,Mailed check,19.2,161.95,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
2379-GYFLQ,One year,Yes,Credit card (automatic),94.9,4422.95,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,0,3
0122-OAHPZ,Month-to-month,Yes,Electronic check,73.85,511.25,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
2868-SNELZ,Month-to-month,No,Mailed check,80.6,155.8,Female,0,No,No,Fiber optic,No,No,Yes,No,No,No,Yes,1,1
4322-RCYMT,One year,Yes,Bank transfer (automatic),75.8,5293.95,Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,1,4
6680-NENYN,Two year,Yes,Electronic check,104.6,4759.85,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,4
2088-IEBAU,Two year,Yes,Electronic check,88.15,6148.45,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
7982-VCELR,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,Female,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,0,3
1343-EHPYB,Month-to-month,Yes,Electronic check,103.4,6603.0,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,4
6035-BXTTY,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,Female,1,No,No,DSL,No,Yes,No,Yes,No,No,No,0,2
6885-PKOAM,Two year,No,Credit card (automatic),85.75,6223.8,Female,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
7520-HQWJU,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,0,3
9639-BUJXT,One year,No,Mailed check,20.5,1328.15,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
5924-SNGKP,One year,Yes,Credit card (automatic),20.25,865.0,Female,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
0021-IKXGC,Month-to-month,Yes,Electronic check,72.1,72.1,Female,1,No,No,Fiber optic,No,No,No,No,No,No,Yes,0,0
2034-GDRCN,Month-to-month,Yes,Electronic check,90.4,168.2,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,1,2
8966-SNIZF,Two year,No,Bank transfer (automatic),19.45,1303.5,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
6243-OZGFH,Month-to-month,Yes,Electronic check,44.95,996.85,Female,0,No,No,DSL,No,No,No,No,Yes,Yes,No,0,2
4654-DLAMQ,One year,No,Bank transfer (automatic),97.0,6430.9,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,0,4
0513-RBGPE,Two year,Yes,Credit card (automatic),62.8,2278.75,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,0,3
5160-UXJED,One year,No,Mailed check,44.6,681.4,Male,0,No,Yes,DSL,No,No,No,No,No,No,No,0,0
4115-NZRKS,Month-to-month,Yes,Electronic check,89.15,574.35,Female,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,0,2
0219-YTZUE,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,1,2
0623-IIHUG,Month-to-month,Yes,Electronic check,41.9,840.1,Female,1,No,No,DSL,Yes,No,No,No,Yes,No,No,1,2
4572-DVCGN,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Female,0,No,No,Fiber optic,No,No,No,No,No,Yes,No,1,1
3351-NGXYI,Month-to-month,Yes,Electronic check,54.1,889.0,Female,1,No,No,DSL,Yes,No,No,No,No,No,Yes,0,1
8984-EYLLL,Two year,Yes,Electronic check,105.25,6823.4,Male,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0,4
9057-MSWCO,Month-to-month,No,Credit card (automatic),30.75,805.1,Male,1,Yes,No,DSL,Yes,No,No,No,No,No,No,1,1
9833-TGFHX,One year,No,Electronic check,97.1,4016.75,Male,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0,3
9294-TDIPC,Month-to-month,No,Mailed check,20.2,83.75,Male,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
5229-DTFYB,Two year,Yes,Bank transfer (automatic),98.8,3959.15,Female,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,0,4
0104-PPXDV,One year,No,Credit card (automatic),50.3,2878.55,Male,0,Yes,No,DSL,No,No,Yes,No,No,No,No,0,1
5176-LMJXE,Two year,Yes,Mailed check,20.55,945.7,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
3583-KRKMD,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,Male,0,No,No,Fiber optic,No,No,No,Yes,No,No,No,0,1
1010-DIAUQ,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,1,3
9069-LGEUL,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,Male,0,Yes,No,DSL,Yes,No,No,No,No,Yes,No,0,2
7302-ZHMHP,Month-to-month,No,Mailed check,19.15,19.15,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
9571-EDEBV,One year,Yes,Credit card (automatic),98.65,6962.85,Male,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0,3
3520-FJGCV,Two year,Yes,Credit card (automatic),112.6,8126.65,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
6563-VRERX,One year,No,Mailed check,20.6,690.25,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
0259-GBZSH,Month-to-month,Yes,Electronic check,85.65,181.5,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,1
6122-EFVKN,Two year,No,Mailed check,35.75,830.8,Male,0,No,Yes,DSL,Yes,No,No,Yes,No,No,No,0,2
2805-EDJPQ,One year,Yes,Credit card (automatic),99.75,5608.4,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,0,4
6862-CQUMB,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,0,3
7156-MXBJE,One year,No,Credit card (automatic),85.1,3662.25,Female,0,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
6158-HDPXZ,Month-to-month,No,Mailed check,25.35,25.35,Male,0,No,No,DSL,No,No,No,No,No,No,No,0,0
